dic_mot;dic_norm;dic_morpho
serre-file;serre_file;NOM
serre-joint;serre_joint;NOM
serre-joints;serre_joint;NOM
serre-livres;serre_livres;NOM
serre-tête;serre_tête;NOM
serre-têtes;serre_tête;NOM
serviette-éponge;serviette_éponge;NOM
serviettes-éponges;serviette_éponge;NOM
sex appeal;sex_appeal;NOM
sex shop;sex_shop;NOM
sex shops;sex_shop;NOM
sex-appeal;sex_appeal;NOM
sex-shop;sex_shop;NOM
sex-shops;sex_shop;NOM
sex-symbol;sex_symbol;NOM
shake-hand;shake_hand;NOM
show-business;show_business;NOM
sic transit gloria mundi;sic_transit_gloria_mundi;ADV
side-car;side_car;NOM
side-cars;side_car;NOM
sine die;sine_die;ADV
sine qua non;sine_qua_non;ADV
singe-araignée;singe_araignée;NOM
sino-américain;sino_américain;NOM
sino-arabe;sino_arabe;ADJ
sino-japonaise;sino_japonais;ADJ
sit-in;sit_in;NOM
six-quatre;six_quatre;NOM
skate-board;skate_board;NOM
snack-bar;snack_bar;NOM
snack-bars;snack_bar;NOM
snow-boots;snow_boot;NOM
soap opéra;soap_opéra;NOM
soap-opéra;soap_opéra;NOM
social-démocrate;social_démocrate;ADJ
social-démocratie;social_démocratie;NOM
social-traître;social_traître;NOM
sociaux-démocrates;sociaux_démocrates;ADJ
socio-culturelles;socio_culturel;ADJ
socio-culturels;socio_culturel;ADJ
socio-économique;socio_économique;ADJ
socio-économiques;socio_économique;ADJ
soi-disant;soi_disant;ADJ
soi-même;soi_même;PRO:per
soixante-cinq;soixante_cinq;ADJ:num
soixante-deux;soixante_deux;ADJ:num
soixante-deuxième;soixante_deuxième;ADJ
soixante-dix;soixante_dix;ADJ:num
soixante-dix-huit;soixante_dix_huit;ADJ:num
soixante-dix-neuf;soixante_dix_neuf;ADJ:num
soixante-dix-neuvième;soixante_dix_neuvième;ADJ
soixante-dix-sept;soixante_dix_sept;ADJ:num
soixante-dixième;soixante_dixième;NOM
soixante-douze;soixante_douze;ADJ:num
soixante-huit;soixante_huit;ADJ:num
soixante-huitard;soixante_huitard;NOM
soixante-huitarde;soixante_huitard;ADJ
soixante-huitards;soixante_huitard;NOM
soixante-neuf;soixante_neuf;ADJ:num
soixante-quatorze;soixante_quatorze;ADJ:num
soixante-quatre;soixante_quatre;ADJ:num
soixante-quinze;soixante_quinze;ADJ:num
soixante-seize;soixante_seize;ADJ:num
soixante-sept;soixante_sept;ADJ:num
soixante-six;soixante_six;ADJ:num
soixante-treize;soixante_treize;ADJ:num
soixante-trois;soixante_trois;ADJ:num
sol-air;sol_air;ADJ
soleil-roi;soleil_roi;NOM
songe-creux;songe_creux;NOM
souffre-douleur;souffre_douleur;NOM
sourd-muet;sourd_muet;ADJ
sourde-muette;sourde_muette;NOM
sourds-muets;sourd_muet;NOM
sous-alimentation;sous_alimentation;NOM
sous-alimenté;sous_alimenter;VER
sous-alimentée;sous_alimenté;ADJ
sous-alimentés;sous_alimenté;NOM
sous-bibliothécaire;sous_bibliothécaire;NOM
sous-bois;sous_bois;NOM
sous-chef;sous_chef;NOM
sous-chefs;sous_chef;NOM
sous-classe;sous_classe;NOM
sous-clavière;sous_clavier;ADJ
sous-comité;sous_comité;NOM
sous-commission;sous_commission;NOM
sous-continent;sous_continent;NOM
sous-continents;sous_continent;NOM
sous-couche;sous_couche;NOM
sous-cul;sous_cul;NOM
sous-cutané;sous_cutané;ADJ
sous-cutanée;sous_cutané;ADJ
sous-cutanées;sous_cutané;ADJ
sous-cutanés;sous_cutané;ADJ
sous-diacre;sous_diacre;NOM
sous-directeur;sous_directeur;NOM
sous-directeurs;sous_directeur;NOM
sous-directrice;sous_directeur;NOM
sous-division;sous_division;NOM
sous-dominante;sous_dominante;NOM
sous-développement;sous_développement;NOM
sous-développé;sous_développé;ADJ
sous-développée;sous_développé;ADJ
sous-développées;sous_développé;ADJ
sous-développés;sous_développé;ADJ
sous-effectif;sous_effectif;NOM
sous-effectifs;sous_effectif;NOM
sous-emploi;sous_emploi;NOM
sous-ensemble;sous_ensemble;NOM
sous-entend;sous_entendre;VER
sous-entendais;sous_entendre;VER
sous-entendait;sous_entendre;VER
sous-entendant;sous_entendre;VER
sous-entendent;sous_entendre;VER
sous-entendez;sous_entendre;VER
sous-entendiez;sous_entendre;VER
sous-entendrait;sous_entendre;VER
sous-entendre;sous_entendre;VER
sous-entends;sous_entendre;VER
sous-entendu;sous_entendre;VER
sous-entendue;sous_entendu;ADJ
sous-entendus;sous_entendu;NOM
sous-espace;sous_espace;NOM
sous-espèce;sous_espèce;NOM
sous-estimais;sous_estimer;VER
sous-estimait;sous_estimer;VER
sous-estimation;sous_estimation;NOM
sous-estime;sous_estimer;VER
sous-estiment;sous_estimer;VER
sous-estimer;sous_estimer;VER
sous-estimerai;sous_estimer;VER
sous-estimes;sous_estimer;VER
sous-estimez;sous_estimer;VER
sous-estimons;sous_estimer;VER
sous-estimé;sous_estimer;VER
sous-estimée;sous_estimer;VER
sous-estimées;sous_estimer;VER
sous-estimés;sous_estimer;VER
sous-exposé;sous_exposer;VER
sous-exposées;sous_exposer;VER
sous-fifre;sous_fifre;NOM
sous-fifres;sous_fifre;NOM
sous-garde;sous_garde;NOM
sous-genre;sous_genre;NOM
sous-gorge;sous_gorge;NOM
sous-groupe;sous_groupe;NOM
sous-homme;sous_homme;NOM
sous-hommes;sous_homme;NOM
sous-humanité;sous_humanité;NOM
sous-intendant;sous_intendant;NOM
sous-intendants;sous_intendant;NOM
sous-jacent;sous_jacent;ADJ
sous-jacente;sous_jacent;ADJ
sous-jacentes;sous_jacent;ADJ
sous-jacents;sous_jacent;ADJ
sous-lieutenant;sous_lieutenant;NOM
sous-lieutenants;sous_lieutenant;NOM
sous-locataire;sous_locataire;NOM
sous-locataires;sous_locataire;NOM
sous-location;sous_location;NOM
sous-locations;sous_location;NOM
sous-loua;sous_louer;VER
sous-louait;sous_louer;VER
sous-loue;sous_louer;VER
sous-louer;sous_louer;VER
sous-louerai;sous_louer;VER
sous-louez;sous_louer;VER
sous-louèrent;sous_louer;VER
sous-loué;sous_louer;VER
sous-main;sous_main;NOM
sous-marin;sous_marin;NOM
sous-marine;sous_marin;ADJ
sous-marines;sous_marin;ADJ
sous-marinier;sous_marinier;NOM
sous-mariniers;sous_marinier;NOM
sous-marins;sous_marin;NOM
sous-marque;sous_marque;NOM
sous-marques;sous_marque;NOM
sous-maîtresse;sous_maîtresse;NOM
sous-merde;sous_merde;NOM
sous-merdes;sous_merde;NOM
sous-ministre;sous_ministre;NOM
sous-off;sous_off;NOM
sous-officier;sous_officier;NOM
sous-officiers;sous_officier;NOM
sous-offs;sous_off;NOM
sous-ordre;sous_ordre;NOM
sous-ordres;sous_ordre;NOM
sous-payer;sous_payer;VER
sous-payé;sous_payer;VER
sous-payés;sous_payer;VER
sous-pied;sous_pied;NOM
sous-pieds;sous_pied;NOM
sous-plat;sous_plat;NOM
sous-prieur;sous_prieur;PRE
sous-produit;sous_produit;NOM
sous-produits;sous_produit;NOM
sous-programme;sous_programme;NOM
sous-programmes;sous_programme;NOM
sous-prolétaire;sous_prolétaire;NOM
sous-prolétariat;sous_prolétariat;NOM
sous-préfecture;sous_préfecture;NOM
sous-préfectures;sous_préfecture;NOM
sous-préfet;sous_préfet;NOM
sous-préfets;sous_préfet;NOM
sous-pulls;sous_pull;NOM
sous-qualifié;sous_qualifié;ADJ
sous-qualifiée;sous_qualifié;ADJ
sous-secrétaire;sous_secrétaire;NOM
sous-secrétaires;sous_secrétaire;NOM
sous-secrétariat;sous_secrétariat;NOM
sous-secteur;sous_secteur;NOM
sous-section;sous_section;NOM
sous-sol;sous_sol;NOM
sous-sols;sous_sol;NOM
sous-station;sous_station;NOM
sous-système;sous_système;NOM
sous-tasse;sous_tasse;NOM
sous-tasses;sous_tasse;NOM
sous-tend;sous_tendre;VER
sous-tendaient;sous_tendre;VER
sous-tendait;sous_tendre;VER
sous-tendent;sous_tendre;VER
sous-tendu;sous_tendre;VER
sous-tendue;sous_tendre;VER
sous-tension;sous_tension;NOM
sous-titrage;sous_titrage;NOM
sous-titre;sous_titre;NOM
sous-titrer;sous_titrer;VER
sous-titres;sous_titre;NOM
sous-titré;sous_titrer;VER
sous-titrée;sous_titrer;VER
sous-titrés;sous_titrer;VER
sous-traitance;sous_traitance;NOM
sous-traitant;sous_traitant;NOM
sous-traitants;sous_traitant;NOM
sous-traite;sous_traiter;VER
sous-traitent;sous_traiter;VER
sous-traiter;sous_traiter;VER
sous-traités;sous_traiter;VER
sous-ventrière;sous_ventrière;NOM
sous-verge;sous_verge;NOM
sous-verre;sous_verre;NOM
sous-vêtement;sous_vêtement;NOM
sous-vêtements;sous_vêtement;NOM
sous-équipés;sous_équipé;ADJ
sous-évaluait;sous_évaluer;VER
sous-évalué;sous_évaluer;VER
sous-évaluées;sous_évaluer;VER
soutien-gorge;soutien_gorge;NOM
soutiens-gorge;soutien_gorge;NOM
souventes fois;souventes_fois;ADV
sparring-partner;sparring_partner;NOM
spatio-temporel;spatio_temporel;ADJ
spatio-temporelle;spatio_temporel;ADJ
spina-bifida;spina_bifida;NOM
spina-ventosa;spina_ventosa;NOM
sri lankais;sri_lankais;ADJ
sri lankais;sri_lankais;NOM
stabat mater;stabat_mater;NOM
stand-by;stand_by;NOM
star-system;star_system;NOM
start-up;start_up;NOM
starting-gate;starting_gate;NOM
station-service;station_service;NOM
station-éclair;station_éclair;NOM
stations-service;station_service;NOM
statu quo;statu_quo;NOM
staturo-pondéral;staturo_pondéral;ADJ
steeple-chase;steeple_chase;NOM
sterno-cléido-mastoïdien;sterno_cléido_mastoïdien;ADJ
stimulus-réponse;stimulus_réponse;NOM
stock-car;stock_car;NOM
stock-cars;stock_car;NOM
stock-options;stock_option;NOM
story board;story_board;NOM
story-board;story_board;NOM
story-boards;story_board;NOM
stricto sensu;stricto_sensu;ADV
strip-poker;strip_poker;NOM
strip-tease;strip_tease;NOM
strip-teases;strip_tease;NOM
strip-teaseur;strip_teaseur;NOM
strip-teaseurs;strip_teaseur;NOM
strip-teaseuse;strip_teaseur;NOM
strip-teaseuses;strip_teaseur;NOM
struggle for life;struggle_for_life;NOM
stylo-bille;stylo_bille;NOM
stylo-feutre;stylo_feutre;NOM
stylos-feutres;stylo_feutre;NOM
sub-aquatique;sub_aquatique;ADJ
sub-atomique;sub_atomique;ADJ
sub-atomiques;sub_atomique;ADJ
sub-claquant;sub_claquant;ADJ
sub-espace;sub_espace;NOM
sub-normaux;sub_normaux;ADJ
sub-nucléaires;sub_nucléaire;ADJ
sub-vocal;sub_vocal;ADJ
sub-véhiculaire;sub_véhiculaire;ADJ
sub-zéro;sub_zéro;NOM
sud-africain;sud_africain;NOM
sud-africaine;sud_africain;ADJ
sud-africaines;sud_africain;ADJ
sud-africains;sud_africain;NOM
sud-américain;sud_américain;ADJ
sud-américaine;sud_américain;ADJ
sud-américaines;sud_américain;ADJ
sud-américains;sud_américain;ADJ
sud-coréen;sud_coréen;ADJ
sud-coréen;sud_coréen;NOM
sud-coréenne;sud_coréen;ADJ
sud-coréennes;sud_coréen;ADJ
sud-coréens;sud_coréen;ADJ
sud-est;sud_est;NOM
sud-ouest;sud_ouest;NOM
sud-sud-est;sud_sud_est;NOM
sud-vietnamien;sud_vietnamien;ADJ
sud-vietnamienne;sud_vietnamien;ADJ
sud-vietnamiens;sud_vietnamien;NOM
sui generis;sui_generis;ADJ
suivez-moi-jeune-homme;suivez_moi_jeune_homme;NOM
super-espion;super_espion;NOM
super-grands;super_grand;NOM
super-pilote;super_pilote;ADJ
super-puissances;super_puissance;NOM
supports-chaussettes;support_chaussette;NOM
supra-humain;supra_humain;ADJ
sur-le-champ;sur_le_champ;ADV
sur-mesure;sur_mesure;NOM
sur-place;sur_place;NOM
surprise-partie;surprise_partie;NOM
surprise-party;surprise_party;NOM
surprises-parties;surprise_partie;NOM
sursum corda;sursum_corda;ADV
sus-orbitaire;sus_orbitaire;ADJ
sweat-shirt;sweat_shirt;NOM
systèmes-clés;systèmes_clé;NOM
sèche-cheveux;sèche_cheveux;NOM
sèche-linge;sèche_linge;NOM
sèche-mains;sèche_mains;NOM
sénatus-consulte;sénatus_consulte;NOM
t-shirt;t_shirt;NOM
t-shirts;t_shirt;NOM
table-bureau;table_bureau;NOM
table-coiffeuse;table_coiffeuse;NOM
tai-chi;tai_chi;NOM
taille-crayon;taille_crayon;NOM
taille-crayons;taille_crayon;NOM
taille-douce;taille_douce;NOM
taille-haie;taille_haie;NOM
taille-haies;taille_haie;NOM
tailles-douces;taille_douce;NOM
tailleur-pantalon;tailleur_pantalon;NOM
take-off;take_off;NOM
talavera de la reina;talavera_de_la_reina;NOM
talkie-walkie;talkie_walkie;NOM
talkies-walkies;talkie_walkie;NOM
tam-tam;tam_tam;NOM
tam-tams;tam_tam;NOM
tambour-major;tambour_major;NOM
tampon-buvard;tampon_buvard;NOM
tan-sad;tan_sad;NOM
tandis qu;tandis_qu;CON
tandis que;tandis_que;CON
tape-cul;tape_cul;NOM
tape-à-l'oeil;tape_à_l_oeil;ADJ
tapis-brosse;tapis_brosse;NOM
tard-venu;tard_venu;ADJ
tarte-minute;tarte_minute;ADJ
taste-vin;taste_vin;NOM
taxi-auto;taxi_auto;NOM
taxi-brousse;taxi_brousse;NOM
taxi-girl;taxi_girl;NOM
taxi-girls;taxi_girl;NOM
taï chi;taï_chi;NOM
tchin tchin;tchin_tchin;ONO
tchin-tchin;tchin_tchin;ONO
te deum;te_deum;NOM
tea-room;tea_room;NOM
technico-commerciaux;technico_commerciaux;NOM
tee-shirt;tee_shirt;NOM
tee-shirts;tee_shirt;NOM
teen-agers;teen_ager;NOM
tennis-ballon;tennis_ballon;NOM
tennis-club;tennis_club;NOM
terra incognita;terra_incognita;NOM
terre-neuvas;terre_neuvas;NOM
terre-neuve;terre_neuve;NOM
terre-neuvien;terre_neuvien;ADJ
terre-neuvien;terre_neuvien;NOM
terre-plein;terre_plein;NOM
terre-pleins;terre_plein;NOM
terre-à-terre;terre_à_terre;ADJ
test-match;test_match;NOM
teuf-teuf;teuf_teuf;NOM
tic-tac;tic_tac;NOM
tie-break;tie_break;NOM
tiens-la-moi;tiens_la_moi;ADJ:pos
tiers-monde;tiers_monde;NOM
tiers-mondes;tiers_monde;NOM
tiers-mondisme;tiers_mondisme;NOM
tiers-mondiste;tiers_mondiste;ADJ
tiers-mondistes;tiers_mondiste;ADJ
tiers-ordre;tiers_ordre;NOM
tiers-point;tiers_point;NOM
tiers-état;tiers_état;NOM
timbre-poste;timbre_poste;NOM
timbres-poste;timbre_poste;NOM
time-sharing;time_sharing;NOM
tire-au-cul;tire_au_cul;NOM
tire-au-flanc;tire_au_flanc;NOM
tire-botte;tire_botte;NOM
tire-bouchon;tire_bouchon;NOM
tire-bouchonnaient;tire_bouchonner;VER
tire-bouchonnant;tire_bouchonner;VER
tire-bouchonne;tire_bouchonner;VER
tire-bouchonnent;tire_bouchonner;VER
tire-bouchonné;tire_bouchonner;VER
tire-bouchonnés;tire_bouchonner;VER
tire-bouchons;tire_bouchon;NOM
tire-bouton;tire_bouton;NOM
tire-d'aile;tire_d_aile;NOM
tire-fesse;tire_fesse;NOM
tire-jus;tire_jus;NOM
tire-laine;tire_laine;NOM
tire-lait;tire_lait;NOM
tire-larigot;tire_larigot;NOM
tire-ligne;tire_ligne;NOM
tire-lignes;tire_ligne;NOM
tire-lire;tire_lire;NOM
tiroir-caisse;tiroir_caisse;NOM
tiroirs-caisses;tiroir_caisse;NOM
tissu-éponge;tissu_éponge;NOM
tohu-bohu;tohu_bohu;NOM
toi-même;toi_même;PRO:per
tom-pouce;tom_pouce;NOM
tom-tom;tom_tom;NOM
too much;too_much;ADJ
top models;top_model;NOM
top-modèle;top_modèle;NOM
top-modèles;top_modèle;NOM
torche-cul;torche_cul;NOM
tord-boyaux;tord_boyaux;NOM
tord-nez;tord_nez;NOM
toréador-vedette;toréador_vedette;NOM
touche-pipi;touche_pipi;NOM
touche-touche;touche_touche;NOM
tourne-disque;tourne_disque;NOM
tourne-disques;tourne_disque;NOM
tours-minute;tours_minute;NOM
tous-terrains;tous_terrains;ADJ
tout-fait;tout_fait;ADJ:ind
tout-fou;tout_fou;ADJ
tout-paris;tout_paris;NOM
tout-petit;tout_petit;NOM
tout-petits;tout_petit;NOM
tout-puissant;tout_puissant;ADJ
tout-puissants;tout_puissant;ADJ
tout-terrain;tout_terrain;NOM
tout-venant;tout_venant;NOM
tout-à-l'égout;tout_à_l_égout;NOM
tout-étoile;tout_étoile;NOM
toute-puissance;toute_puissance;NOM
toute-puissante;tout_puissant;ADJ
toutes-puissantes;tout_puissant;ADJ
trachée-artère;trachée_artère;NOM
traction-avant;traction_avant;NOM
trafiquant-espion;trafiquant_espion;NOM
tragi-comique;tragi_comique;ADJ
tragi-comiques;tragi_comique;ADJ
tragi-comédie;tragi_comédie;NOM
tragi-comédies;tragi_comédie;NOM
train-train;train_train;NOM
tranche-montagne;tranche_montagne;NOM
tranchée-abri;tranchée_abri;NOM
tranchées-abris;tranchée_abri;NOM
traveller's chèques;traveller_s_chèque;NOM
traîne-misère;traîne_misère;NOM
traîne-patins;traîne_patins;NOM
traîne-savate;traîne_savate;NOM
traîne-savates;traîne_savates;NOM
traîne-semelle;traîne_semelle;NOM
traîne-semelles;traîne_semelles;NOM
trench-coat;trench_coat;NOM
trench-coats;trench_coat;NOM
trente-cinq;trente_cinq;ADJ:num
trente-cinquième;trente_cinquième;ADJ
trente-deux;trente_deux;ADJ:num
trente-et-quarante;trente_et_quarante;NOM
trente-et-un;trente_et_un;NOM
trente-et-unième;trente_et_unième;ADJ
trente-huit;trente_huit;ADJ:num
trente-huitième;trente_huitième;ADJ
trente-neuf;trente_neuf;ADJ:num
trente-neuvième;trente_neuvième;ADJ
trente-quatre;trente_quatre;ADJ:num
trente-quatrième;trente_quatrième;ADJ
trente-sept;trente_sept;ADJ:num
trente-septième;trente_septième;ADJ
trente-six;trente_six;ADJ:num
trente-sixième;trente_sixième;ADJ
trente-trois;trente_trois;ADJ:num
trente-troisième;trente_troisième;ADJ
trois-deux;trois_deux;NOM
trois-huit;trois_huit;NOM
trois-mâts;trois_mâts;NOM
trois-points;trois_points;NOM
trois-quarts;trois_quarts;NOM
trois-quatre;trois_quatre;NOM
trois-six;trois_six;NOM
trompe-l'oeil;trompe_l_oeil;NOM
trop-perçu;trop_perçu;NOM
trop-plein;trop_plein;NOM
trop-pleins;trop_plein;NOM
trotte-menu;trotte_menu;ADJ
trou-du-cul;trou_du_cul;NOM
trou-trou;trou_trou;NOM
trou-trous;trou_trou;NOM
trouble-fêtes;trouble_fête;NOM
trous-du-cul;trou_du_cul;NOM
trésorier-payeur;trésorier_payeur;NOM
tsoin-tsoin;tsoin_tsoin;NOM
tss tss;tss_tss;NOM
tss-tss;tss_tss;NOM
tsé-tsé;tsé_tsé;NOM
tu autem;tu_autem;NOM
tue-loup;tue_loup;NOM
tue-loups;tue_loup;NOM
tue-mouche;tue_mouche;ADJ
tue-mouches;tue_mouche;ADJ
tutti frutti;tutti_frutti;ADV
tutti quanti;tutti_quanti;ADV
twin-set;twin_set;NOM
témoin-clé;témoin_clé;NOM
témoin-vedette;témoin_vedette;NOM
témoins-clés;témoin_clé;NOM
tête-bêche;tête_bêche;NOM
tête-de-mort;tête_de_mort;NOM
tête-de-nègre;tête_de_nègre;ADJ
tête-à-queue;tête_à_queue;NOM
tête-à-tête;tête_à_tête;NOM
têtes-de-loup;tête_de_loup;NOM
tôt-fait;tôt_fait;NOM
ultima ratio;ultima_ratio;NOM
ultra-catholique;ultra_catholique;ADJ
ultra-chic;ultra_chic;ADJ
ultra-chics;ultra_chic;ADJ
ultra-courtes;ultra_court;ADJ
ultra-courts;ultra_court;ADJ
ultra-gauche;ultra_gauche;NOM
ultra-rapide;ultra_rapide;ADJ
ultra-secret;ultra_secret;ADJ
ultra-sensible;ultra_sensible;ADJ
ultra-sons;ultra_son;NOM
ultra-violet;ultra_violet;ADJ
ultra-violets;ultra_violet;NOM
urbi et orbi;urbi_et_orbi;ADV
usine-pilote;usine_pilote;NOM
va-et-vient;va_et_vient;NOM
va-tout;va_tout;NOM
vade retro;vade_retro;ADV
vae soli;vae_soli;ADV
vae victis;vae_victis;ADV
vaisseau-amiral;vaisseau_amiral;NOM
valeur-refuge;valeur_refuge;NOM
valse-hésitation;valse_hésitation;NOM
valses-hésitations;valse_hésitation;NOM
vamp-club;vamp_club;NOM
vanity-case;vanity_case;NOM
vasculo-nerveux;vasculo_nerveux;NOM
vau-l'eau;vau_l_eau;NOM
ventre-saint-gris;ventre_saint_gris;ONO
vert-de-gris;vert_de_gris;ADJ
vert-de-grisé;vert_de_grisé;ADJ
vert-de-grisée;vert_de_grisé;ADJ
vert-de-grisées;vert_de_grisé;ADJ
vert-de-grisés;vert_de_grisé;ADJ
vert-galant;vert_galant;NOM
vert-jaune;vert_jaune;ADJ
vert-jaune;vert_jaune;NOM
vesse-de-loup;vesse_de_loup;NOM
vesses-de-loup;vesse_de_loup;NOM
vibro-masseur;vibro_masseur;NOM
vice-amiral;vice_amiral;NOM
vice-chancelier;vice_chancelier;NOM
vice-consul;vice_consul;NOM
vice-ministre;vice_ministre;NOM
vice-ministres;vice_ministre;NOM
vice-premier;vice_premier;NOM
vice-présidence;vice_présidence;NOM
vice-président;vice_président;NOM
vice-présidente;vice_président;NOM
vice-présidents;vice_président;NOM
vice-recteur;vice_recteur;NOM
vice-roi;vice_roi;NOM
vice-rois;vice_roi;NOM
vice-versa;vice_versa;ADV
vide-gousset;vide_gousset;NOM
vide-greniers;vide_greniers;NOM
vide-ordure;vide_ordure;NOM
vide-ordures;vide_ordures;NOM
vide-poche;vide_poche;NOM
vide-poches;vide_poches;NOM
vidéo-clip;vidéo_clip;NOM
vidéo-clips;vidéo_clip;NOM
vidéo-club;vidéo_club;NOM
vidéo-espion;vidéo_espion;NOM
vieux-rose;vieux_rose;ADJ
vif-argent;vif_argent;NOM
ville-champignon;ville_champignon;NOM
ville-dortoir;ville_dortoir;NOM
villes-clés;villes_clé;NOM
vingt-cinq;vingt_cinq;ADJ:num
vingt-cinquième;vingt_cinquième;ADJ
vingt-deux;vingt_deux;ADJ:num
vingt-deuxième;vingt_deuxième;ADJ
vingt-et-un;vingt_et_un;NOM
vingt-et-une;vingt_et_un;NOM
vingt-et-unième;vingt_et_unième;ADJ
vingt-huit;vingt_huit;ADJ:num
vingt-huitième;vingt_huitième;ADJ
vingt-neuf;vingt_neuf;ADJ:num
vingt-neuvième;vingt_neuvième;ADJ
vingt-quatre;vingt_quatre;ADJ:num
vingt-quatrième;vingt_quatrième;ADJ
vingt-sept;vingt_sept;ADJ:num
vingt-septième;vingt_septième;ADJ
vingt-six;vingt_six;ADJ:num
vingt-sixième;vingt_sixième;ADJ
vingt-trois;vingt_trois;ADJ:num
vingt-troisième;vingt_troisième;ADJ
vis-à-vis;vis_à_vis;PRE
visite-éclair;visite_éclair;NOM
voiture-balai;voiture_balai;NOM
voiture-bar;voiture_bar;NOM
voiture-lit;voiture_lit;NOM
voiture-restaurant;voiture_restaurant;NOM
voitures-balais;voiture_balai;NOM
voix-off;voix_off;NOM
vol-au-vent;vol_au_vent;NOM
volley-ball;volley_ball;NOM
volte-face;volte_face;NOM
vomito negro;vomito_negro;NOM
vous-même;vous_même;PRO:per
vous-mêmes;vous_mêmes;PRO:per
vox populi;vox_populi;NOM
voyages-éclair;voyage_éclair;NOM
vrai-faux;vrai_faux;ADJ
vulgum pecus;vulgum_pecus;NOM
vélo-cross;vélo_cross;NOM
vélo-pousse;vélo_pousse;NOM
wagon-bar;wagon_bar;NOM
wagon-lit;wagon_lit;NOM
wagon-lits;wagon_lits;NOM
wagon-restaurant;wagon_restaurant;NOM
wagon-salon;wagon_salon;NOM
wagons-citernes;wagon_citerne;NOM
wagons-lits;wagon_lit;NOM
wagons-restaurants;wagon_restaurant;NOM
wait and see;wait_and_see;NOM
walkie-talkie;walkie_talkie;NOM
walkies-talkies;walkie_talkie;NOM
wall street;wall_street;NOM
water-closet;water_closet;NOM
water-polo;water_polo;NOM
way of life;way_of_life;NOM
week end;week_end;NOM
week-end;week_end;NOM
week-ends;week_end;NOM
western-spaghetti;western_spaghetti;NOM
whisky-soda;whisky_soda;NOM
white-spirit;white_spirit;NOM
world music;world_music;NOM
yacht-club;yacht_club;NOM
yeux-radars;oeil_radars;NOM
ylang-ylang;ylang_ylang;NOM
yo-yo;yo_yo;NOM
yom kippour;yom_kippour;NOM
yom kippur;yom_kippur;NOM
you-you;you_you;NOM
yé-yé;yé_yé;NOM
zig-zig;zig_zig;ADV
zones-clés;zone_clé;NOM
à brûle-pourpoint;à_brûle_pourpoint;
à cloche-pied;à_cloche_pied;
à cropetons;à_cropetons;ADV
à croupetons;à_croupetons;ADV
à fortiori;à_fortiori;ADV
à giorno;à_giorno;ADV
à glagla;à_glagla;ADV
à jeun;à_jeun;ADV
à l'aveuglette;à_l_aveuglette;ADV
à l'encan;à_l_encan;ADV
à l'encontre;à_l_encontre;PRE
à l'envi;à_l_envi;ADV
à l'improviste;à_l_improviste;ADV
à l'instar;à_l_instar;PRE
à la daumont;à_la_daumont;ADV
à la saint-glinglin;à_la_saint_glinglin;ADV
à leur encontre;à_leur_encontre;ADV
à lurelure;à_lurelure;ADV
à mon encontre;à_mon_encontre;ADV
à notre encontre;à_notre_encontre;ADV
à posteriori;a_posteriori;ADV
à priori;a_priori;ADV
à rebrousse-poil;à_rebrousse_poil;
à son encontre;à_son_encontre;ADV
à tire-larigot;à_tire_larigot;
à ton encontre;à_ton_encontre;ADV
à touche-touche;à_touche_touche;
à tue-tête;à_tue_tête;
à tâtons;à_tâtons;ADV
à votre encontre;à_votre_encontre;ADV
à-coup;à_coup;NOM
à-coups;à_coup;NOM
à-côté;à_côté;NOM
à-côtés;à_côté;NOM
à-dieu-vat;à_dieu_vat;ONO
à-peu-près;à_peu_près;NOM
à-pic;à_pic;NOM
à-pics;à_pic;NOM
à-plat;à_plat;NOM
à-plats;à_plat;NOM
à-propos;à_propos;NOM
à-valoir;à_valoir;NOM
âme-soeur;âme_soeur;NOM
échos-radars;échos_radar;NOM
écrase-merde;écrase_merde;NOM
écrase-merdes;écrase_merde;NOM
électro-acoustique;électro_acoustique;NOM
électro-aimant;électro_aimant;NOM
électro-encéphalogramme;électro_encéphalogramme;NOM
élément-clé;élément_clé;NOM
éléments-clés;éléments_clé;NOM
émetteur-récepteur;émetteur_récepteur;NOM
épine-vinette;épine_vinette;NOM
épluche-légumes;épluche_légumes;NOM
état-civil;état_civil;NOM
état-major;état_major;NOM
états-civils;état_civil;NOM
états-majors;état_major;NOM
étouffe-chrétien;étouffe_chrétien;NOM
être-là;être_là;NOM
