dic_mot;dic_norm;dic_morpho
entr'aperçue;entr_apercevoir;VER
entr'aperçues;entr_apercevoir;VER
entr'aperçus;entr_apercevoir;VER
entr'appellent;entr_appeler;VER
entr'ouvert;entr_ouvert;ADJ
entr'ouverte;entr_ouvert;ADJ
entr'ouvertes;entr_ouvert;ADJ
entr'ouverts;entr_ouvert;ADJ
entr'égorgent;entr_égorger;VER
entr'égorger;entr_égorger;VER
entr'égorgèrent;entr_égorger;VER
entre-deux;entre_deux;NOM
entre-deux-guerres;entre_deux_guerres;NOM
entre-déchiraient;entre_déchirer;VER
entre-déchirait;entre_déchirer;VER
entre-déchire;entre_déchirer;VER
entre-déchirent;entre_déchirer;VER
entre-déchirer;entre_déchirer;VER
entre-déchirèrent;entre_déchirer;VER
entre-dévorant;entre_dévorer;VER
entre-dévorent;entre_dévorer;VER
entre-dévorer;entre_dévorer;VER
entre-dévorèrent;entre_dévorer;VER
entre-jambe;entre_jambe;NOM
entre-jambes;entre_jambes;NOM
entre-rail;entre_rail;NOM
entre-regardait;entre_regarder;VER
entre-regardent;entre_regarder;VER
entre-regardèrent;entre_regarder;VER
entre-regardés;entre_regarder;VER
entre-temps;entre_temps;ADV
entre-tuaient;entre_tuer;VER
entre-tuait;entre_tuer;VER
entre-tue;entre_tuer;VER
entre-tuent;entre_tuer;VER
entre-tuer;entre_tuer;VER
entre-tueront;entre_tuer;VER
entre-tuez;entre_tuer;VER
entre-tuions;entre_tuer;VER
entre-tués;entre_tuer;VER
entrée-sortie;entrée_sortie;NOM
espace-temps;espace_temps;NOM
esprit-de-sel;esprit_de_sel;NOM
esprit-de-vin;esprit_de_vin;NOM
essuie-glace;essuie_glace;NOM
essuie-glaces;essuie_glace;NOM
essuie-mains;essuie_mains;NOM
essuie-tout;essuie_tout;NOM
est-africain;est_africain;ADJ
est-allemand;est_allemand;ADJ
est-allemande;est_allemand;ADJ
est-allemands;est_allemand;ADJ
est-ouest;est_ouest;ADJ
et caetera;et_caetera;ADV
et cetera;et_cetera;ADV
et seq;et_seq;ADV
eunuques-espions;eunuques_espion;NOM
euro-africaines;euro_africain;ADJ
eux-mêmes;eux_mêmes;PRO:per
ex abrupto;ex_abrupto;ADV
ex nihilo;ex_nihilo;ADV
ex-abbé;ex_abbé;NOM
ex-acteur;ex_acteur;NOM
ex-adjudant;ex_adjudant;NOM
ex-agent;ex_agent;NOM
ex-alcoolo;ex_alcoolo;NOM
ex-allée;ex_allée;NOM
ex-amant;ex_amant;NOM
ex-amante;ex_amant;NOM
ex-amants;ex_amant;NOM
ex-ambassadeur;ex_ambassadeur;NOM
ex-amour;ex_amour;NOM
ex-appartement;ex_appartement;NOM
ex-apprenti;ex_apprenti;NOM
ex-arriviste;ex_arriviste;NOM
ex-artiste;ex_artiste;NOM
ex-assistant;ex_assistant;NOM
ex-assistante;ex_assistant;NOM
ex-associé;ex_associé;NOM
ex-associés;ex_associé;NOM
ex-ballerine;ex_ballerine;NOM
ex-banquier;ex_banquier;NOM
ex-barman;ex_barman;NOM
ex-basketteur;ex_basketteur;NOM
ex-batteur;ex_batteur;NOM
ex-beatnik;ex_beatnik;NOM
ex-belle-mère;ex_belle_mère;NOM
ex-bibliothécaire;ex_bibliothécaire;NOM
ex-boss;ex_boss;NOM
ex-boxeur;ex_boxeur;NOM
ex-branleurs;ex_branleur;NOM
ex-buteur;ex_buteur;NOM
ex-camarades;ex_camarade;NOM
ex-capitaine;ex_capitaine;NOM
ex-caïd;ex_caïd;NOM
ex-champion;ex_champion;NOM
ex-championne;ex_champion;NOM
ex-champions;ex_champion;NOM
ex-chanteur;ex_chanteur;NOM
ex-chanteuse;ex_chanteur;NOM
ex-chauffeur;ex_chauffeur;NOM
ex-chef;ex_chef;NOM
ex-chiropracteur;ex_chiropracteur;NOM
ex-citation;ex_citation;NOM
ex-citoyen;ex_citoyen;NOM
ex-civils;ex_civil;NOM
ex-collabo;ex_collabo;NOM
ex-collègue;ex_collègue;NOM
ex-collègues;ex_collègue;NOM
ex-colonel;ex_colonel;NOM
ex-commando;ex_commando;NOM
ex-concierge;ex_concierge;NOM
ex-contrebandier;ex_contrebandier;NOM
ex-copain;ex_copain;NOM
ex-copains;ex_copain;NOM
ex-copine;ex_copine;NOM
ex-copines;ex_copine;NOM
ex-corps;ex_corps;NOM
ex-couple;ex_couple;NOM
ex-danseuse;ex_danseur;NOM
ex-dealer;ex_dealer;NOM
ex-dieu;ex_dieu;NOM
ex-diva;ex_diva;NOM
ex-drifter;ex_drifter;NOM
ex-drôlesse;ex_drôlesse;NOM
ex-dulcinée;ex_dulcinée;NOM
ex-démon;ex_démon;NOM
ex-démons;ex_démon;NOM
ex-enseigne;ex_enseigne;NOM
ex-enzymes;ex_enzyme;NOM
ex-esclavagistes;ex_esclavagiste;NOM
ex-femme;ex_femme;NOM
ex-femmes;ex_femme;NOM
ex-fiancé;ex_fiancé;NOM
ex-fiancée;ex_fiancé;NOM
ex-fils;ex_fils;NOM
ex-flic;ex_flic;NOM
ex-flics;ex_flic;NOM
ex-forçats;ex_forçat;NOM
ex-fusilleurs;ex_fusilleur;NOM
ex-gang;ex_gang;NOM
ex-garde;ex_garde;NOM
ex-gardes;ex_garde;NOM
ex-gauchiste;ex_gauchiste;ADJ
ex-gauchiste;ex_gauchiste;NOM
ex-gendre;ex_gendre;NOM
ex-gonzesse;ex_gonzesse;NOM
ex-gouverneur;ex_gouverneur;NOM
ex-gravosse;ex_gravosse;NOM
ex-griot;ex_griot;NOM
ex-griveton;ex_griveton;NOM
ex-grognasse;ex_grognasse;NOM
ex-groupe;ex_groupe;NOM
ex-guenilles;ex_guenille;NOM
ex-guitariste;ex_guitariste;NOM
ex-génie;ex_génie;NOM
ex-hippies;ex_hippie;NOM
ex-homme;ex_homme;NOM
ex-homme-grenouille;ex_homme_grenouille;NOM
ex-hôpital;ex_hôpital;NOM
ex-immeuble;ex_immeuble;NOM
ex-inspecteur;ex_inspecteur;NOM
ex-inspecteurs;ex_inspecteur;NOM
ex-journaliste;ex_journaliste;NOM
ex-junkie;ex_junkie;NOM
ex-kid;ex_kid;NOM
ex-leader;ex_leader;NOM
ex-libris;ex_libris;NOM
ex-lieutenant;ex_lieutenant;NOM
ex-lit;ex_lit;NOM
ex-lycée;ex_lycée;NOM
ex-légionnaire;ex_légionnaire;NOM
ex-madame;ex_madame;NOM
ex-maire;ex_maire;NOM
ex-mari;ex_mari;NOM
ex-marine;ex_marine;NOM
ex-maris;ex_mari;NOM
ex-maître;ex_maître;NOM
ex-mecs;ex_mec;NOM
ex-membre;ex_membre;NOM
ex-mercenaires;ex_mercenaire;NOM
ex-militaire;ex_militaire;NOM
ex-militaires;ex_militaire;NOM
ex-ministre;ex_ministre;NOM
ex-ministres;ex_ministre;NOM
ex-miss;ex_miss;NOM
ex-monteur;ex_monteur;NOM
ex-motard;ex_motard;NOM
ex-nana;ex_nana;NOM
ex-officier;ex_officier;NOM
ex-opérateur;ex_opérateur;NOM
ex-palmes;ex_palme;NOM
ex-para;ex_para;NOM
ex-partenaire;ex_partenaire;NOM
ex-patron;ex_patron;NOM
ex-pensionnaires;ex_pensionnaire;NOM
ex-perroquet;ex_perroquet;NOM
ex-petit;ex_petit;NOM
ex-petite;ex_petit;NOM
ex-petits;ex_petit;NOM
ex-pharmaciennes;ex_pharmacien;NOM
ex-pilote;ex_pilote;ADJ
ex-planton;ex_planton;NOM
ex-planète;ex_planète;NOM
ex-plaquée;ex_plaqué;ADJ
ex-plâtrier;ex_plâtrier;NOM
ex-poivrots;ex_poivrot;NOM
ex-premier;ex_premier;ADJ
ex-premier;ex_premier;NOM
ex-primaire;ex_primaire;NOM
ex-prison;ex_prison;NOM
ex-procureur;ex_procureur;NOM
ex-profession;ex_profession;NOM
ex-profileur;ex_profileur;NOM
ex-promoteur;ex_promoteur;NOM
ex-propriétaire;ex_propriétaire;NOM
ex-présentateur;ex_présentateur;NOM
ex-président;ex_président;NOM
ex-présidents;ex_président;NOM
ex-prêtre;ex_prêtre;NOM
ex-putain;ex_putain;NOM
ex-putes;ex_pute;NOM
ex-quincaillerie;ex_quincaillerie;NOM
ex-quincaillier;ex_quincaillier;NOM
ex-rebelle;ex_rebelle;ADJ
ex-reine;ex_reine;NOM
ex-roi;ex_roi;NOM
ex-républiques;ex_république;NOM
ex-résidence;ex_résidence;NOM
ex-révolutionnaire;ex_révolutionnaire;NOM
ex-sacs;ex_sac;NOM
ex-secrétaire;ex_secrétaire;NOM
ex-sergent;ex_sergent;NOM
ex-sergents;ex_sergent;NOM
ex-soldats;ex_soldat;NOM
ex-solistes;ex_soliste;NOM
ex-standardiste;ex_standardiste;NOM
ex-star;ex_star;NOM
ex-strip-teaseuse;ex_strip_teaseur;NOM
ex-super;ex_super;ADJ
ex-séminariste;ex_séminariste;NOM
ex-sénateur;ex_sénateur;NOM
ex-sévère;ex_sévère;ADJ
ex-taulard;ex_taulard;NOM
ex-taulards;ex_taulard;NOM
ex-teinturier;ex_teinturier;NOM
ex-tirailleur;ex_tirailleur;NOM
ex-tueur;ex_tueur;NOM
ex-tuteur;ex_tuteur;NOM
ex-union;ex_union;NOM
ex-usine;ex_usine;NOM
ex-vedette;ex_vedette;NOM
ex-violeurs;ex_violeur;NOM
ex-voto;ex_voto;NOM
ex-élève;ex_élève;NOM
ex-épouse;ex_épouse;NOM
ex-épouses;ex_épouse;NOM
ex-équipier;ex_équipier;NOM
expert-comptable;expert_comptable;NOM
extra-dry;extra_dry;NOM
extra-fin;extra_fin;ADJ
extra-fins;extra_fin;ADJ
extra-fort;extra_fort;ADJ
extra-forte;extra_fort;ADJ
extra-lucide;extra_lucide;ADJ
extra-lucides;extra_lucide;ADJ
extra-muros;extra_muros;ADJ
extra-muros;extra_muros;ADV
extra-sensoriel;extra_sensoriel;ADJ
extra-sensorielle;extra_sensoriel;ADJ
extra-souples;extra_souple;ADJ
extra-terrestre;extra_terrestre;NOM
extra-terrestres;extra_terrestre;NOM
extra-utérin;extra_utérin;ADJ
extra-utérine;extra_utérin;ADJ
extrême-onction;extrême_onction;NOM
extrême-orient;extrême_orient;NOM
extrême-orientale;extrême_oriental;ADJ
extrêmes-onctions;extrême_onction;NOM
eye-liner;eye_liner;NOM
fac-similé;fac_similé;NOM
fac-similés;fac_similé;NOM
face-à-face;face_à_face;NOM
face-à-main;face_à_main;NOM
faces-à-main;faces_à_main;NOM
fair-play;fair_play;NOM
faire-part;faire_part;NOM
faire-valoir;faire_valoir;NOM
fait-divers;fait_divers;NOM
fait-tout;fait_tout;NOM
faits-divers;faits_divers;NOM
fan-club;fan_club;NOM
far-west;far_west;NOM
fast food;fast_food;NOM
fast-food;fast_food;NOM
fast-foods;fast_food;NOM
fausse-couche;fausse_couche;NOM
fauteuil-club;fauteuil_club;NOM
fauteuils-club;fauteuils_club;NOM
faux-bond;faux_bond;NOM
faux-bourdon;faux_bourdon;NOM
faux-col;faux_col;NOM
faux-cul;faux_cul;NOM
faux-filet;faux_filet;NOM
faux-frère;faux_frère;ADJ
faux-fuyant;faux_fuyant;NOM
faux-fuyants;faux_fuyant;NOM
faux-monnayeur;faux_monnayeur;NOM
faux-monnayeurs;faux_monnayeur;NOM
faux-pas;faux_pas;NOM
faux-pont;faux_pont;NOM
faux-sauniers;faux_saunier;NOM
faux-semblant;faux_semblant;NOM
faux-semblants;faux_semblant;NOM
faîtes-la-moi;faîtes_la_moi;NOM
feed-back;feed_back;NOM
feld-maréchal;feld_maréchal;NOM
femme-enfant;femme_enfant;NOM
femme-fleur;femme_fleur;NOM
femme-objet;femme_objet;NOM
femme-refuge;femme_refuge;NOM
femme-robot;femme_robot;NOM
fer-blanc;fer_blanc;NOM
fermes-hôtels;fermes_hôtel;NOM
ferry-boat;ferry_boat;NOM
fesse-mathieu;fesse_mathieu;NOM
feuille-morte;feuille_morte;ADJ
fier-à-bras;fier_à_bras;NOM
fiers-à-bras;fiers_à_bras;NOM
fifty-fifty;fifty_fifty;ADV
fil-à-fil;fil_à_fil;NOM
file-la-moi;file_la_moi;NOM
fille-mère;fille_mère;NOM
film-livre;film_livre;NOM
films-annonces;films_annonce;NOM
five o'clock;five_o_clock;NOM
fixe-chaussettes;fixe_chaussette;NOM
flanc-garde;flanc_garde;NOM
flancs-gardes;flanc_garde;NOM
flash-back;flash_back;NOM
flatus vocis;flatus_vocis;NOM
flip-flap;flip_flap;NOM
flip-flop;flip_flop;NOM
footballeur-vedette;footballeur_vedette;NOM
foreign office;foreign_office;NOM
fou-fou;fou_fou;ADJ
fou-rire;fou_rire;NOM
fourmi-lion;fourmi_lion;NOM
fourmis-lions;fourmi_lion;NOM
fourre-tout;fourre_tout;NOM
fox-terrier;fox_terrier;NOM
fox-terriers;fox_terrier;NOM
fox-trot;fox_trot;NOM
fraiseur-outilleur;fraiseur_outilleur;NOM
franc-comtois;franc_comtois;NOM
franc-comtoise;franc_comtois;ADJ
franc-jeu;franc_jeu;NOM
franc-maçon;franc_maçon;NOM
franc-maçonne;franc_maçon;NOM
franc-maçonnerie;franc_maçonnerie;NOM
franc-parler;franc_parler;NOM
franc-tireur;franc_tireur;NOM
franco-africain;franco_africain;ADJ
franco-algérienne;franco_algérien;ADJ
franco-allemand;franco_allemand;ADJ
franco-allemande;franco_allemand;ADJ
franco-allemandes;franco_allemand;ADJ
franco-américain;franco_américain;ADJ
franco-américaine;franco_américain;ADJ
franco-américaines;franco_américain;ADJ
franco-américains;franco_américain;ADJ
franco-anglais;franco_anglais;ADJ
franco-anglaise;franco_anglais;ADJ
franco-anglaises;franco_anglais;NOM
franco-belge;franco_belge;ADJ
franco-britannique;franco_britannique;ADJ
franco-britanniques;franco_britannique;ADJ
franco-canadien;franco_canadien;NOM
franco-chinoises;franco_chinois;ADJ
franco-italienne;franco_italienne;ADJ
franco-japonaise;franco_japonais;ADJ
franco-libanais;franco_libanais;ADJ
franco-mongole;franco_mongol;ADJ
franco-polonaise;franco_polonais;ADJ
franco-russe;franco_russe;ADJ
franco-russes;franco_russe;NOM
franco-soviétique;franco_soviétique;ADJ
franco-syrien;franco_syrien;ADJ
franco-turque;franco_turque;ADJ
franco-vietnamien;franco_vietnamien;ADJ
francs-bourgeois;francs_bourgeois;NOM
francs-maçons;franc_maçon;NOM
francs-tireurs;franc_tireur;NOM
free jazz;free_jazz;NOM
free-jazz;free_jazz;NOM
free-lance;free_lance;NOM
fric-frac;fric_frac;NOM
frise-poulet;frise_poulet;NOM
frotti-frotta;frotti_frotta;NOM
frou-frou;frou_frou;NOM
frous-frous;frou_frou;NOM
fuel-oil;fuel_oil;NOM
full-contact;full_contact;NOM
fume-cigarette;fume_cigarette;NOM
fume-cigarettes;fume_cigarette;NOM
fur et à mesure;fur_et_à_mesure;NOM
fusil-mitrailleur;fusil_mitrailleur;NOM
fusiliers-marins;fusilier_marin;NOM
fusils-mitrailleurs;fusil_mitrailleur;NOM
fête-dieu;fête_dieu;NOM
gagne-pain;gagne_pain;NOM
gagne-petit;gagne_petit;NOM
gaine-culotte;gaine_culotte;NOM
galerie-refuge;galerie_refuge;NOM
galeries-refuges;galerie_refuge;NOM
gallo-romain;gallo_romain;ADJ
gallo-romains;gallo_romain;ADJ
garde-barrière;garde_barrière;NOM
garde-boue;garde_boue;NOM
garde-champêtre;garde_champêtre;NOM
garde-chasse;garde_chasse;NOM
garde-chiourme;garde_chiourme;NOM
garde-corps;garde_corps;NOM
garde-côte;garde_côte;NOM
garde-côtes;garde_côte;NOM
garde-feu;garde_feu;NOM
garde-forestier;garde_forestier;NOM
garde-fou;garde_fou;NOM
garde-fous;garde_fou;NOM
garde-frontière;garde_frontière;NOM
garde-malade;garde_malade;NOM
garde-manger;garde_manger;NOM
garde-meuble;garde_meuble;NOM
garde-meubles;garde_meubles;NOM
garde-pêche;garde_pêche;NOM
garde-robe;garde_robe;NOM
garde-robes;garde_robe;NOM
garde-voie;garde_voie;NOM
garde-vue;garde_vue;NOM
garde-à-vous;garde_à_vous;NOM
garden-party;garden_party;NOM
gardes-barrières;garde_barrières;NOM
gardes-champêtres;garde_champêtre;NOM
gardes-chasse;gardes_chasse;NOM
gardes-chiourme;garde_chiourme;NOM
gardes-chiourmes;garde_chiourme;NOM
gardes-côtes;garde_côtes;NOM
gardes-françaises;garde_française;NOM
gardes-frontières;garde_frontières;NOM
gardes-voies;garde_voie;NOM
gardien-chef;gardien_chef;NOM
gas-oil;gas_oil;NOM
gastro-entérite;gastro_entérite;NOM
gastro-entérologue;gastro_entérologue;NOM
gastro-entérologues;gastro_entérologue;NOM
gastro-intestinal;gastro_intestinal;ADJ
gastro-intestinale;gastro_intestinal;ADJ
gastro-intestinaux;gastro_intestinal;ADJ
gengis khan;gengis_khan;NOM
gentleman-farmer;gentleman_farmer;NOM
gentlemen-farmers;gentleman_farmer;NOM
germano-anglaises;germano_anglais;ADJ
germano-belge;germano_belge;ADJ
germano-irlandais;germano_irlandais;ADJ
germano-russe;germano_russe;ADJ
germano-soviétique;germano_soviétique;ADJ
gin-fizz;gin_fizz;NOM
gin-rami;gin_rami;NOM
gin-rummy;gin_rummy;NOM
girl friend;girl_friend;NOM
girl-scout;girl_scout;NOM
gla-gla;gla_gla;ADJ
glisse-la-moi;glisse_la_moi;NOM
globe-trotter;globe_trotter;NOM
globe-trotters;globe_trotter;NOM
gna gna;gna_gna;ONO
gnian-gnian;gnian_gnian;NOM
gobe-mouches;gobe_mouches;NOM
golf-club;golf_club;NOM
gorge-de-pigeon;gorge_de_pigeon;ADJ
gouzi-gouzi;gouzi_gouzi;NOM
grand-angle;grand_angle;NOM
grand-chose;grand_chose;PRO:ind
grand-duc;grand_duc;NOM
grand-ducale;grand_ducal;ADJ
grand-duché;grand_duché;NOM
grand-faim;grand_faim;ADV
grand-guignol;grand_guignol;NOM
grand-guignolesque;grand_guignolesque;ADJ
grand-hâte;grand_hâte;ADV
grand-hôtel;grand_hôtel;NOM
grand-maman;grand_papa;NOM
grand-maître;grand_maître;NOM
grand-messe;grand_messe;NOM
grand-mère;grand_mère;NOM
grand-mères;grand_mère;NOM
grand-neige;grand_neige;NOM
grand-officier;grand_officier;NOM
grand-oncle;grand_oncle;NOM
grand-papa;grand_papa;NOM
grand-peine;grand_peine;ADV
grand-peur;grand_peur;ADV
grand-place;grand_place;NOM
grand-prêtre;grand_prêtre;NOM
grand-père;grand_père;NOM
grand-quartier;grand_quartier;NOM
grand-route;grand_route;NOM
grand-routes;grand_route;NOM
grand-rue;grand_rue;NOM
grand-salle;grand_salle;NOM
grand-tante;grand_tante;NOM
grand-tantes;grand_tante;NOM
grand-vergue;grand_vergue;NOM
grand-voile;grand_voile;NOM
grande-duchesse;grand_duc;NOM
grandes-duchesses;grand_duc;NOM
grands-croix;grand_croix;NOM
grands-ducs;grand_duc;NOM
grands-mères;grand_mère;NOM
grands-oncles;grand_oncle;NOM
grands-parents;grands_parents;NOM
grands-pères;grand_père;NOM
grands-tantes;grand_tante;NOM
grape-fruit;grape_fruit;NOM
gras-double;gras_double;NOM
gras-doubles;gras_double;NOM
gratis pro deo;gratis_pro_deo;ADV
gratte-ciel;gratte_ciel;NOM
gratte-ciels;gratte_ciel;NOM
gratte-cul;gratte_cul;NOM
gratte-dos;gratte_dos;NOM
gratte-papier;gratte_papier;NOM
gratte-papiers;gratte_papier;NOM
gratte-pieds;gratte_pieds;NOM
grenouille-taureau;grenouille_taureau;NOM
gri-gri;gri_gri;NOM
grill-room;grill_room;NOM
grille-pain;grille_pain;NOM
grimace-éclair;grimace_éclair;NOM
grippe-sou;grippe_sou;NOM
grippe-sous;grippe_sou;NOM
gris-blanc;gris_blanc;ADJ
gris-bleu;gris_bleu;ADJ
gris-gris;gris_gris;NOM
gris-jaune;gris_jaune;ADJ
gris-perle;gris_perle;ADJ
gris-rose;gris_rose;ADJ
gris-vert;gris_vert;ADJ
gros-bec;gros_bec;NOM
gros-becs;gros_bec;NOM
gros-cul;gros_cul;NOM
gros-grain;gros_grain;NOM
gros-porteur;gros_porteur;NOM
grosso modo;grosso_modo;ADV
gréco-latine;gréco_latin;ADJ
gréco-latines;gréco_latin;ADJ
gréco-romain;gréco_romain;ADJ
gréco-romaine;gréco_romain;ADJ
gréco-romaines;gréco_romain;ADJ
gréco-romains;gréco_romain;ADJ
guerre-éclair;guerre_éclair;NOM
guet-apens;guet_apens;NOM
guets-apens;guets_apens;NOM
gueule-de-loup;gueule_de_loup;NOM
gueules-de-loup;gueules_de_loup;NOM
guide-interprète;guide_interprète;NOM
guili-guili;guili_guili;NOM
gutta-percha;gutta_percha;NOM
gâte-bois;gâte_bois;NOM
gâte-sauce;gâte_sauce;NOM
gélatino-bromure;gélatino_bromure;NOM
hache-paille;hache_paille;NOM
half-track;half_track;NOM
half-tracks;half_track;NOM
halte-garderie;halte_garderie;NOM
hand-ball;hand_ball;NOM
happy end;happy_end;NOM
happy ends;happy_end;NOM
happy few;happy_few;NOM
hara-kiri;hara_kiri;NOM
hard edge;hard_edge;NOM
hard-top;hard_top;NOM
has been;has_been;NOM
haut-commandement;haut_commandement;NOM
haut-commissaire;haut_commissaire;NOM
haut-commissariat;haut_commissariat;NOM
haut-de-chausse;haut_de_chausse;NOM
haut-de-chausses;haut_de_chausses;NOM
haut-de-forme;haut_de_forme;NOM
haut-fond;haut_fond;NOM
haut-le-coeur;haut_le_coeur;NOM
haut-le-corps;haut_le_corps;NOM
haut-parleur;haut_parleur;NOM
haut-parleurs;haut_parleur;NOM
haut-relief;haut_relief;NOM
haute-fidélité;haute_fidélité;NOM
hauts-commissaires;haut_commissaire;NOM
hauts-de-chausses;haut_de_chausse;NOM
hauts-de-forme;haut_de_forme;NOM
hauts-fonds;haut_fond;NOM
hauts-fourneaux;haut_fourneau;NOM
hi-fi;hi_fi;NOM
hi-han;hi_han;ONO
hic et nunc;hic_et_nunc;ADV
high life;high_life;NOM
high tech;high_tech;ADJ
high-life;high_life;NOM
high-tech;high_tech;ADJ
hip-hop;hip_hop;NOM
hispano-américain;hispano_américain;NOM
hispano-américaine;hispano_américain;ADJ
hispano-cubain;hispano_cubain;ADJ
hispano-mauresque;hispano_mauresque;ADJ
historico-culturelle;historico_culturel;ADJ
hit-parade;hit_parade;NOM
hit-parades;hit_parade;NOM
hold up;hold_up;NOM
hold-up;hold_up;NOM
home-trainer;home_trainer;NOM
homme-chien;homme_chien;NOM
homme-clé;homme_clé;NOM
homme-femme;homme_femme;NOM
homme-grenouille;homme_grenouille;NOM
homme-loup;homme_loup;NOM
homme-machine;homme_machine;NOM
homme-oiseau;homme_oiseau;NOM
homme-orchestre;homme_orchestre;NOM
homme-poisson;homme_poisson;NOM
homme-robot;homme_robot;NOM
homme-sandwich;homme_sandwich;NOM
homme-serpent;homme_serpent;NOM
hommes-grenouilles;homme_grenouille;NOM
homo erectus;homo_erectus;NOM
homo habilis;homo_habilis;NOM
hong kong;hong_kong;NOM
honoris causa;honoris_causa;ADV
hors-bord;hors_bord;NOM
hors-cote;hors_cote;ADJ
hors-d'oeuvre;hors_d_oeuvre;NOM
hors-jeu;hors_jeu;ADJ
hors-la-loi;hors_la_loi;NOM
hors-piste;hors_piste;NOM
hors-série;hors_série;ADJ
horse-guard;horse_guard;NOM
horse-guards;horse_guard;NOM
hot dog;hot_dog;NOM
hot dogs;hot_dog;NOM
hot-dog;hot_dog;NOM
hot-dogs;hot_dog;NOM
house music;house_music;NOM
house-boat;house_boat;NOM
house-boats;house_boat;NOM
huit-reflets;huit_reflets;NOM
humain-robot;humain_robot;ADJ
hydro-électrique;hydro_électrique;ADJ
hôtel-dieu;hôtel_dieu;NOM
hôtel-restaurant;hôtel_restaurant;NOM
ice cream;ice_cream;NOM
ice-cream;ice_cream;NOM
ice-creams;ice_cream;NOM
ici-bas;ici_bas;ADV
idée-clé;idée_clé;NOM
idée-force;idée_force;NOM
idées-forces;idée_force;NOM
import-export;import_export;NOM
in absentia;in_absentia;ADV
in abstracto;in_abstracto;ADV
in anima vili;in_anima_vili;ADV
in cauda venenum;in_cauda_venenum;ADV
in extenso;in_extenso;ADV
in extremis;in_extremis;ADV
in memoriam;in_memoriam;ADV
in pace;in_pace;NOM
in petto;in_petto;ADV
in utero;in_utero;ADJ
in utero;in_utero;ADV
in vino veritas;in_vino_veritas;ADV
in vitro;in_vitro;ADJ
in vivo;in_vivo;ADV
in-bord;in_bord;ADJ
in-bord;in_bord;NOM
in-folio;in_folio;NOM
in-folios;in_folios;NOM
in-octavo;in_octavo;NOM
in-octavos;in_octavos;NOM
in-quarto;in_quarto;ADJ
in-quarto;in_quarto;NOM
in-seize;in_seize;NOM
inch allah;inch_allah;ONO
indemnités-repas;indemnités_repa;NOM
indo-européen;indo_européen;ADJ
indo-européenne;indo_européen;ADJ
indo-européennes;indo_européen;ADJ
indo-européens;indo_européen;ADJ
industrie-clé;industrie_clé;NOM
infirmière-major;infirmière_major;NOM
ingénieur-chimiste;ingénieur_chimiste;NOM
ingénieur-conseil;ingénieur_conseil;NOM
intellectuel-phare;intellectuel_phare;NOM
inter-écoles;inter_école;NOM
intra muros;intra_muros;ADV
intra-atomique;intra_atomique;ADJ
intra-muros;intra_muros;ADV
intra-rachidienne;rachidien;ADJ
intra-utérine;intra_utérin;ADJ
intra-utérines;intra_utérin;ADJ
invisible piston;invisible_piston;NOM
ipso facto;ipso_facto;ADV
irish coffee;irish_coffee;NOM
israélo-arabe;israélo_arabe;ADJ
israélo-syrienne;israélo_syrien;ADJ
italo-allemande;italo_allemand;ADJ
italo-allemandes;italo_allemand;ADJ
italo-américain;italo_américain;ADJ
italo-américaine;italo_américain;ADJ
italo-brésilien;italo_brésilien;ADJ
italo-français;italo_français;ADJ
italo-françaises;italo_français;ADJ
italo-irlandais;italo_irlandais;ADJ
italo-polonais;italo_polonais;ADJ
italo-égyptien;italo_égyptien;ADJ
ite missa est;ite_missa_est;NOM
jam-session;jam_session;NOM
jam-sessions;jam_session;NOM
jamais-vu;jamais_vu;NOM
jaune-vert;jaune_vert;ADJ
jazz-band;jazz_band;NOM
jazz-rock;jazz_rock;NOM
je-m'en-fichiste;je_m_en_fichiste;ADJ
je-m'en-foutisme;je_m_en_foutisme;NOM
je-m'en-foutiste;je_m_en_foutiste;ADJ
je-m'en-foutistes;je_m_en_foutiste;NOM
je-ne-sais-quoi;je_ne_sais_quoi;NOM
jean-foutre;jean_foutre;NOM
jean-le-blanc;jean_le_blanc;NOM
jet society;jet_society;NOM
jet-set;jet_set;NOM
jet-stream;jet_stream;NOM
jeu-concours;jeu_concours;NOM
jeune-homme;jeune_homme;ADJ
jiu-jitsu;jiu_jitsu;NOM
joint-venture;joint_venture;NOM
joli-coeur;joli_coeur;ADJ
joli-joli;joli_joli;ADJ
judéo-christianisme;judéo_christianisme;NOM
judéo-chrétienne;judéo_chrétien;ADJ
judéo-chrétiennes;judéo_chrétien;ADJ
judéo-chrétiens;judéo_chrétien;ADJ
juke-box;juke_box;NOM
juke-boxes;juke_box;NOM
jupe-culotte;jupe_culotte;NOM
jupes-culottes;jupe_culotte;NOM
jusqu'au;jusqu_au;PRE
jusqu'à;jusqu_à;PRE
jusque-là;jusque_là;ADV
juste-milieu;juste_milieu;NOM
k-o;k_o;ADJ
k-way;k_way;NOM
kala-azar;kala_azar;NOM
kif-kif;kif_kif;ADJ
kilomètres-heure;kilomètre_heure;NOM
king-charles;king_charles;NOM
knock-out;knock_out;ADJ
kung fu;kung_fu;NOM
kung-fu;kung_fu;NOM
kyrie eleison;kyrie_eleison;NOM
l-dopa;l_dopa;NOM
la plata;la_plata;NOM
la-la-la;la_la_la;ART:def
lacrima-christi;lacrima_christi;NOM
lacryma christi;lacryma_christi;NOM
lacryma-christi;lacryma_christi;NOM
laisse-la-moi;laisse_la_moi;NOM
